name,price,rpm,color,size,
Silverstone TD02-E,,"15,002,500",,240,
Thermaltake Frio Silent 14,44.88,"7,001,200",,,
Cooler Master GeminII S524 Ver 2,,2000,,,
Xigmatek Dark Knight SD1483 Frostbourne,,"8,001,200",,,
SilentiumPC Grandis XE1236,,"5,001,500",,,
ARCTIC Freezer i30,,"4,001,350",,,
Enermax Liqmax II 240,,"5,002,000",,240,
Silverstone NT01-PRO,,,,,
Deepcool CAPTAIN 240 WHITE,,"6,002,200",,240,
ID-COOLING SE-902,,"6,002,200",,,
Raidmax Cobra 240,,"5,001,800",,240,
Reeven Justice,65.2,"3,001,500",,,
Deepcool CAPTAIN 120 EX,,"5,001,800",,120,
Deepcool CAPTAIN 120EX WHITE,,"5,001,800",,120,
Thermaltake Riing Silent 12 Pro Blue,,"3,001,400",,,
Deepcool ICE BLADE PRO V2.0,,"9,001,500",,,
Deepcool Maelstrom 240T,,"6,001,800",,240,
Deepcool Maelstrom 240T RF,,"6,001,800",,240,
RAIJINTEK EREBOSS CORE EDITION,,,,,
ID-COOLING ICEKIMO 120W,,2500,,120,
Cooler Master MasterAir Pro 3,,"6,503,000",,,
Cooler Master Seidon 240P,,"8,002,400",,240,
Thermaltake Contac 39,,"8,002,000",,,
ID-COOLING IS-40V3,,"6,002,500",,,
OcUK 240mm Extreme,,,,240,
ARCTIC Freezer 33 eSports Edition (Black/White),,"2,001,800",,,
ARCTIC Freezer 33 PENTA,,"1,201,350",,,
Zalman CNPS8X Optima,,"12,002,100",,,
Deepcool CAPTAIN 240EX RGB WH,,"5,001,800",White / Black,240,
ROCCAT ROCC-16003,,"8,002,200",Black / Silver,,
RAIJINTEK LETO W,,"8,001,800",Black / Blue,,
Cooler Master MasterAir MA410M TUF Gaming Edition,,"6,001,800",Black / Yellow,,
Antec Mercury 120 RGB,,"9,001,800",Black / White,120,
Rosewill PB240,,"6,001,800",Black,240,
Alphacool EISBAER LT120,,"5,501,700",Black,120,
Enermax Liqtech II 360,,"5,002,300",Black,360,
GAMDIAS CHIONE E1A-120R,,"12,001,500",Black,120,
Thermalright ARO-M14O,,"3,001,300",Orange / Silver,,
GAMDIAS CHIONE M1A 240R,,"12,001,500",Black,240,
CRYORIG C7 RGB,,"6,002,500",White,,
Deepcool Captain 240 Pro,,"5,001,800",Black,240,
Thermalright MACHO Rev.C,,"6,001,500",Silver / Black,,
Enermax LIQTECH II 360,,"5,002,300",White,360,
Enermax Liqtech II 280,,"5,001,500",Black,280,
Jonsbo HP-400,,"8,003,000",Blue / White,,
upHere CCF150RD,,"6,001,800",Black,,
upHere AC12BE,,"6,001,750",Black,,
upHere CC1201 Red,,"6,001,700",Black / White,120,
upHere CC2402-usa,,"6,001,700",Black,240,
SilentiumPC Navis RGB 360,,"5,001,600",Black / White,360,
SilentiumPC Fortis 3 RGB HE1425,,"5,001,400",Black / Silver,,
Alpenföhn Brocken 3,,"4,001,050",Black,,
Alpenföhn Brocken 3,,"4,001,050",White,,
Apacer ZADAK Spark 240,,"5,001,800",Black,240,
Enermax AQUAFUSION,,"5,002,000",White,240,
GAMDIAS CHIONE E1,,1500,Black,120,
Thermalright TA140 EX,,1800,Gray,,
Akasa Soho H4,,"5,002,000",Black,,
Asus TUF Gaming LC RGB,,"8,002,000",Red / Black,240,
ID-COOLING DK-15,,2200,,,
ID-COOLING SE-913-R,,"6,002,200",,,
ID-COOLING SE-223 BASIC,,"5,001,600",,,
ID-COOLING DASHFLOW 360,,"9,002,000",Black,360,
In Win Nebula NR24,,"4,001,800",Black / White,240,
In Win BR36,128.9,"4,001,800",Black / White,360,
Cooler Master X Dream P115,,"9,004,000",,,
Deepcool UL551 RGB,,"5,001,800",Black,,
Noua Siberus Pro 240,,"8,001,800",Black,240,
Noua Polaris LM240,,2200,Black / White,240,
Noua Numb,,"8,001,600",White,,
Deepcool LE320,,"5,002,250",Black,120,
Deepcool LE320,,"5,002,250",White,120,
Thermalright Frozen Fusion,,2150,Black,360,
ID-COOLING IS-30A BLACK,,"8,003,600",Black,,
ID-COOLING IS-30i BLACK,,"8,003,600",Black,,
ID-COOLING FX360,,"7,001,800",White,360,
ID-COOLING ZOOMFLOW XT ELITE,,"9,002,000",Black,240,
ID-COOLING ZOOMFLOW XT ELITE,,"9,002,000",White,240,
ID-COOLING ZOOMFLOW XT V2,,"5,001,800",Black,360,
ID-COOLING SE-214-XT HAFF,,"8,001,500",Black,,
ID-COOLING SE-903-XT-ARGB,,"5,002,200",White,,
ID-COOLING SE-903-XT,,"5,002,200",White,,
Thermalright Frozen Warframe ARGB,,1750,White,420,
Thermalright Frozen Notte ARGB V2,,2000,Black,240,
Thermaltake Astria 200 ARGB,,"5,001,800",Black,,
Silverstone Argon AR09-115XP,35.99,"12,005,000",,,
Evercool EC-NK804A-925EP,19.48,2750,,,
Thermaltake TH420 V2 Ultra EX ARGB Sync,,"5,002,000",Black,420,
ARCTIC Freezer 33 CO,54,,,,
Jonsbo HX6240,,"7,001,800",Black,,
Noua Siberus Pro 120,,"8,001,800",Black,120,
RAIJINTEK Orcus 120 RGW,,"4,001,800",Black,120,
GAMDIAS CHIONE E1,,1500,Black,120,
Jonsbo HX6210,,"8,002,300",White,,
Valkyrie SYN,,"8,002,150",White / Blue,240,
Antec KUHLER Flow,,,,,
Cooler Master Hyper N520,,,,,
Cooler Master RR-H101-22FK-RA,,2200,,,
Cooler Master S2N-PLMHS-07-GP,,,,,
Thermaltake A4021,47.99,2200,,,
Thermaltake CL-P0401,69.98,"13,002,000",,,
Thermaltake CL-P0466,,"10,001,600",,,
Thermaltake CLP0579,,"8,002,000",,,
Zalman CNPS 7500 AlCu LED,,"11,502,300",,,
Scythe SCNJ-3000,,"4,701,900",,,
Scythe SCSMZ-2000,,"3,002,500",,,
Silverstone NT06-E,,,,,
Xigmatek EP-CD901,,"12,002,500",,,
Xigmatek LOKI SD963,,"12,002,800",,,
Xigmatek Cobra - D984,,"10,002,800",,,
ZEROtherm CF800-MK III,,"9,002,600",,,
ZEROtherm ZT-560D,,"9,002,300",,,
Xigmatek HDT-S1284F,,"8,001,500",,,
Zalman CNPS11X Extreme,,"10,001,950",,,
Cooler Master DI5-9HDSC-A1-GP,,2200,,,
Evercool NI01-9525EP,,2600,,,
Thermaltake CLP0555,,"3,002,500",,,
ARCTIC Freezer 13 Limited Edition,,"6,002,000",,,
EVGA M020-00-000234,,"7,502,500",,,
Evercool HPI-12025,,"12,001,800",,,
Xigmatek Prime SD1484,,"8,001,200",,,
Gelid Solutions Rev. 1 Tranquillo,,"7,501,500",,,
Logisys MC3001IE,,"9,002,200",,,
Prolimatech Megahalems Rev.B,,,,,
Antec KUHLER H2O 920,,"7,002,400",,120,
Sunbeam Twister 120,,,,,
Thermalright Silver Arrow,,"5,001,300",,,
Gelid Solutions Slim Silence I-Plus,,"12,002,600",,,
Zalman CNPS12X,,"8,501,200",,,
Zalman CNPS7700ALCULED,,"10,002,000",,,
ZEROtherm BTF90,,"7,502,500",,,
Prolimatech PRO-GNSS,,"8,001,600",,,
Titan TTC-NK35TZ/RPW/V2,,"9,002,800",,,
Prolimatech PRO-MGH-C,,,,,
Logisys IC231PWM,,"9,002,400",,,
Logisys MC2001IE,,2200,,,
Gelid Solutions Slim Silence A-Plus,,"12,002,600",,,
Zalman ZM-CNPS14X,,"9,501,350",,,
Silverstone SST-HE01,,"5,002,000",,,
Zalman CNPS8000B,,"14,002,800",,,
SilenX EFZ-120HA5,,1600,,,
Zalman CNPS8900 Extreme,,"12,502,800",,,
ARCTIC Freezer i30 Extreme,,"4,001,350",,,
ARCTIC Freezer A30,,"4,001,350",,,
Scythe SCKTN-4000,,"3,002,500",,,
Titan EC-TTC-NC05TZ,,"8,001,500",,,
Xigmatek Dark Knight SD1283,,"10,002,200",,,
NZXT Respire T20,,"13,001,800",,,
Zalman CNPS7000V(AL)-1-PWM,,"8,002,600",,,
Prolimatech Megahalems (No Fans),,,,,
Phanteks PH-TC12DX_BL,,"6,001,800",,,
Gelid Solutions Silent Spirit,,"9,002,400",,,
Evercool HPO-12025,,"14,002,200",,,
Thermalright Silver Arrow Extreme,,"6,002,500",,,
Cooler Master Eisberg 240L Prestige,,1600,,240,
Cooler Master RR-T612-20PK-R1,,2000,,,
Prolimatech PRO-GNSS-BK,,,,,
Zalman CNPS90F,,2300,,,
be quiet! Shadow Rock Pro SR1,,1500,,,
be quiet! Shadow Rock Topflow SR1,,1500,,,
Scythe Ashura,,"5,001,300",,,
Thermaltake CLP0606,,"8,001,600",,,
ARCTIC Alpine 7 GT,,2000,,,
Thermaltake CLW0214,,"12,002,500",,120,
Enermax ETS-T40-BK,,"8,001,800",,,
Thermaltake CLP0605,,"8,001,600",,,
Swiftech H320,,"8,001,800",,360,
Thermalright TS-120M,,"7,001,500",,,
Zalman CNPS7000V(AL)-1-PWMB,,"8,002,600",,,
Cooler Master Glacer 240L,,2400,,240,
Antec KUHLER H2O 1250,,"6,002,400",,240,
Dynatron K17,41.95,"10,002,500",,,
Dynatron R27,43.53,"10,003,800",,,
ARCTIC Freezer i11,,"5,002,000",,,
Enermax Liqtech 120X,,"6,002,500",,120,
Enermax ETS-N30-HE,,"8,002,800",,,
Akasa Nero 3,,"5,001,500",,,
Thermaltake NiC L31,,"5,001,800",,,
Zalman CNPS7000-AlCu,,"13,502,400",,,
Thermalright HR-22,,,,,
RAIJINTEK TISIS,,"6,001,000",,,
RAIJINTEK AIDOS,,"10,002,200",,,
Zero Infinity Shiva,,2200,,,
Deepcool GABRIEL,,"9,001,800",,,
Gelid Solutions GX7,,"7,501,800",,,
Prolimatech Basic 45,,"10,002,000",,,
Prolimatech Basic 48,,"10,002,000",,,
Prolimatech Basic 68,,"6,001,600",,,
Evercool HPS-810CP,,"15,004,000",,,
Cooler Master Glacer 240L Ver. 2,,2400,,240,
X2 ECLIPSE IV,,"8,002,000",,,
Silverstone AR04,,"15,003,400",,,
Thermaltake Water 3.0 Performer C + LNC,,"12,002,000",,120,
Silverstone TD02-LITE,,"15,002,500",,240,
RAIJINTEK TISIS,,"6,001,000",,,
Scythe SCNJ-4000,,"3,001,500",,,
CRYORIG A80,,"6,001,850",,280,
Enermax ETS-T40F-BK,,"8,001,800",,,
Gelid Solutions Polar,,"14,002,000",,,
Thermalright AXP-100R,,"9,002,500",,,
ARCTIC Freezer A32,,,,,
ID-COOLING IS-50,,"6,001,600",,,
Gelid Solutions Antarctica,,"4,504,500",,,
ARCTIC Freezer i11 CO,,"5,002,000",,,
ID-COOLING DK-01,,"8,002,500",,,
ID-COOLING SE-204,,"8,001,800",,,
ID-COOLING SE-205,,"16,001,800",,,
ID-COOLING SE-214,,1800,,,
Cooler Master MasterLiquid Pro 120,,"5,002,000",,120,
Silverstone SST-AR07,,"8,001,500",,,
Deepcool CAPTAIN 120 WHITE,,"6,002,200",,120,
Reeven Okeanos,,"3,001,800",,,
Reeven Hans RC-1205n,,"3,001,500",,,
Silverstone NT08-115X,37.99,"12,003,500",,,
Thermaltake Riing Silent 12 Pro Red,,"3,001,400",,,
Deepcool Maelstrom 240,,"6,002,200",,240,
Deepcool NEPTWIN,,"9,001,500",,,
Alpenföhn Matterhorn Pure,,"5,001,500",,,
RIOTORO BIFROST 240,,,,240,
Gelid Solutions Rev. 4 Tranquillo,,"7,501,600",,,
Gelid Solutions Rev. 3 Tranquillo,,"7,501,500",,,
Enermax LiqTech TR4 360,,"5,002,300",,360,
ARCTIC Freezer 33 eSports Edition (Black/Yellow),,"2,001,800",,,
ARCTIC Freezer 12 CO,,,,,
ARCTIC Freezer 33 Plus,,,,,
RAIJINTEK JUNO-X,,"12,002,500",Green / Black,,
RAIJINTEK JUNO-X,,"12,002,500",Blue / Black,,
RAIJINTEK JUNO-X RGB,,"10,002,000",,,
RAIJINTEK LETO B,,"8,001,800",Black / Blue,,
RAIJINTEK LETO R,,"8,001,800",Black / Red,,
ID-COOLING AURAFLOW 120,,"7,001,800",Black,120,
ID-COOLING AURAFLOW 120 SNOW,,"7,001,800",White,120,
Scythe SCBYK-1000,,"3,002,300",Silver / Black,,
Dynatron K199,36.95,"10,005,000",,,
Antec Mercury 240,,"9,001,800",Black / White,240,
Jonsbo CR-201 HIVES (Black),,"8,001,500",Black,,
Thermalright ARO-M14G,,"3,001,300",,,
Thermalright Macho 120 SBM,,"3,001,300",Black / White,,
Rosewill PB120,,"6,001,800",Black,120,
Enermax Liqtech II 240,,"5,002,300",Black,240,
Cooler Master MasterLiquid ML240 RGB (TR4 Edition),,"6,502,000",Black,240,
Silverstone AR01-V2.1,,"6,002,200",Black / White,,
Cooler Master I71C RGB,,1800,Silver / Black,,
Phanteks PH-TC12LS_RGB,,,Black / White,,
ID-COOLING IS-50X,,"6,001,600",Black,,
upHere ACC92CF,,"6,001,700",Black,,
upHere ACC92RD,,"6,001,700",Black,,
upHere CCF150BE,,"6,001,800",Black,,
upHere AC12,,"6,001,750",Black,,
ARCTIC Freezer A13 X CO,,"3,002,000",Black / White,,
RAIJINTEK Orcus 360,,"8,001,800",Black,360,
RAIJINTEK EOS 360 RBW,,"8,001,800",Black,360,
In Win SR36,,"5,002,500",Black,360,
CRYORIG R5,,"7,001,300",Black,,
ID-COOLING ZOOMFLOW X,,"7,001,500",White,360,
GAMDIAS CHIONE E2,,"12,002,400",Black,120,
GAMDIAS CHIONE M1,165.49,"6,001,200",Black,280,
Thermalright Assassin X Plus,,1500,Black / Silver,,
ID-COOLING DK-03i PWM RED,,"5,001,800",,,
ID-COOLING SE-913-B,,"6,002,200",,,
ID-COOLING SE-904TWIN,,"6,002,200",,,
ID-COOLING SE-903-R V2,,2200,,,
ID-COOLING SE-802-SD,,2200,,,
ID-COOLING HUNTER VC-3D,,"8,001,600",,,
Cooler Master GeminII M4,,"5,001,600",,,
Cooler Master Vortex 211P,,2200,,,
Cooler Master Vortex 211Q,,1500,,,
Cooler Master X Dream L115,,2200,,,
Thermalright Frozen Magic 120,,1500,Black,120,
Jonsbo CR-1100,,"6,001,500",Gray / Black,,
Jonsbo CR-1400,,"9,002,300",White,,
Noua Siberus TR360,,"8,001,800",Black,360,
Inter-Tech ALSEYE H360,,"8,002,000",Black,360,
Thermalright Frozen Magic ARGB,,1500,Black,360,
Geometric Future Eskimo Junior 24,,2000,White,240,
Deepcool CASTLE R,,"5,001,800",Black,240,
ID-COOLING FROZN A400 ARGB,,"6,002,200",Black,,
ID-COOLING FROZN A410 DW,,"5,002,000",White,,
ID-COOLING DASHFLOW XT,,"9,002,000",Black,360,
ID-COOLING IS-28i BLACK,,"8,003,600",Black,,
ID-COOLING IS-30i,,"8,003,600",Black / Silver,,
ID-COOLING IS-37-XT BLACK,,"8,003,600",Black,,
ID-COOLING FX120 ARGB,,"5,001,800",Black,120,
ID-COOLING SE-213X-B,,"5,001,800",Black / Blue,,
ID-COOLING SE-213X-R,,"5,001,800",Black / Red,,
ID-COOLING SE-223i,,"5,001,800",Black,,
Cooler Master MasterLiquid 360L Core SF6 Luke,,"6,501,750",White / Orange,360,
Zalman ALPHA2 A36,,"6,002,000",Black,360,
Thermaltake Astria 400 ARGB,,"5,001,800",Black,,
Zalman Reserator 3 MAX,,"10,002,200",,120,
Masscool 8W501B1M3G,30,2400,,,
Gelid Solutions Black Edition,,"7,501,600",,,
Thermalright Archon IB-E X2,,"9,001,300",,,
Silverstone Argon AR09-115XS,48.64,"12,005,000",,,
Antec KUHLER Shelf,,,,,
Cooler Master DI5-8E5PA-0L-GP,,2800,,,
Dynatron T195,,"10,005,000",,,
Dynatron T860,,"20,006,000",,,
Evercool CI01-9525EP,,"9,002,600",,,
Thermaltake A4012-02,,2500,,,
Thermaltake A4022,,1300,,,
Thermaltake CL-P0257,,1700,,,
Thermaltake CL-P0497,,2500,,,
Thermaltake CLP0527,,"8,001,700",,,
Thermaltake CLP0534,,"12,002,400",,,
Thermaltake CLP0554,,"10,001,600",,,
Zalman CNPS 7500 Cu LED,,"11,502,300",,,
Zalman CNPS 8700 NT,,"11,502,100",,,
Zalman CNPS 9700 NT,,"12,502,800",,,
Thermaltake CL-P0508,,"13,002,000",,,
Thermaltake CLP0574,,"8,001,300",,,
Scythe SCBSK-1000,,"6,502,200",,,
Zalman CNPS9900NT,,"10,002,000",,,
Evercool HPH-9525CU,25.99,1800,,,
Evercool HPJ-12025,,1000,,,
Evercool HPK-10025EA,,1800,,,
Silverstone NT01-E,,,,,
Masscool 5U1082F1M4,,"20,003,600",,,
Masscool 5W1081F1M3,,2400,,,
Masscool 8W553B1M3,,2400,,,
Masscool 8WA743,,"8,002,800",,,
Masscool 8WT15-38,,2400,,,
Rosewill RCX-Z1,,"17,003,100",,,
Rosewill RCX-Z2,,"5,003,400",,,
Rosewill RCX-Z300,,,,,
Rosewill RCX-Z80-AL,,2500,,,
Scythe SCMG-2100,,,,,
Scythe SCRT-1000,,"4,701,900",,,
Scythe SCYS-1000,,"4,701,900",,,
StarTech FANK8AM2,,2600,,,
Zalman CNPS8000A,,"14,002,600",,,
Zalman CNPS5X SZ,,"14,002,800",,,
Xigmatek Balder SD1283,,"10,002,200",,,
Xigmatek D982,,"15,002,500",,,
Xigmatek Dark Knight S1283V,,"10,002,200",,,
Xigmatek HDT-D1284,,"8,001,500",,,
Xigmatek HDT-S1283,,"8,001,500",,,
Xigmatek HDT-S963,,"12,002,800",,,
Xigmatek HDT-SD964,,"12,002,800",,,
ZEROtherm Nirvana NV120 PWM,,"9,001,800",,,
ZEROtherm ZT-10D,,,,,
ZEROtherm ZT-10D Smart,,,,,
Antec Performance Max,,,,,
Scythe SCMN-2000,,"5,001,700",,,
Thermaltake CLP0532,,2500,,,
Thermaltake CLP0550,,"7,403,700",,,
Thermaltake CL-P0101,,"6,003,700",,,
Scythe SCKZT-1000,,"8,003,300",,,
Enzotech Extreme-X Rev.A,,"10,002,500",,,
Zalman CNPS7X LED,,"12,501,950",,,
Gelid Solutions Slim Silence 775,,"11,002,300",,,
Gelid Solutions Slim Silence AM2,,"12,002,500",,,
Logisys AC2200BT,,2200,,,
Logisys AC4400BT,,2200,,,
Logisys IC106,,2200,,,
Logisys IC207,,2500,,,
Logisys IC4100AST,,2200,,,
TUNIQ T-120-LFB,,"10,002,000",,,
TUNIQ Tower 120,,"10,002,000",,,
Thermalright U120eXtrem1366RT R-C,,1600,,,
Scythe SCMG-3000,,"3,001,600",,,
Sunbeam CR-CCTF,,"10,002,000",,,
Sunbeam CR-CCTF92-4,,"12,002,200",,,
Corsair H70 Core,,,,120,
Cooler Master Hyper 612 PWM,,"6,002,000",,,
Enermax ETD-T60-TB,,"8,001,800",,,
Enermax ETD-T60-VD,,"8,001,800",,,
Enermax ETS-T40-TA,,"8,001,800",,,
Evercool HPKC-10025EA,,1800,,,
Gelid Solutions Siberian,,"9,002,200",,,
Gelid Solutions CC-GX7-01-A,,"6,001,800",,,
ZEROtherm ZT-1000D 775,,2500,,,
ZEROtherm ZT-1000D 1156,,3000,,,
SilenX EFZ-100HA1,,"10,002,000",,,
Enermax ETS-T40-VD,,"8,001,800",,,
Syba CL-CNL-EOLE802,,2200,,,
SilenX EFZ-120HA4,,"8,002,000",,,
Prolimatech PRO-PNTH,,,,,
Thermaltake CLP0533,,"10,006,000",,,
Nexus FLC-3000 R2,,"9,002,500",,,
Scythe SCBSK-2000,,,,,
Logisys IC211HTPC,,2600,,,
Logisys MC4004IEXT,,"9,002,200",,,
Logisys MC106,,1500,,,
Logisys MC6001IM,,"7,001,200",,,
Logisys MC4005IB,,"9,001,500",,,
Logisys MC4001IM,,"5,001,500",,,
Logisys MC4002IW,,"5,001,500",,,
Logisys MC6002GS,,"5,001,500",,,
Logisys IC4300X4,,"4,002,800",,,
SilenX EFZ-120HA3,,"8,002,000",,,
Phanteks PH-TC14PE_OR,,"7,001,200",,,
Phanteks PH-TC14PE_RD,,"7,001,200",,,
Zalman CNPS20LQ,,"9,002,000",,120,
Cooler Master Gemin II S524,,"8,001,800",,,
Phanteks PH-TC14CS,,"7,001,200",,,
Masscool 7WA868,,"8,002,800",,,
Phanteks PH-TC14CS_RD,,1300,,,
Masscool 8W2002F1M4,,"8,002,800",,,
Scythe SCKC-2100,,"5,001,300",,,
Prolimatech PRO-MGH-B,,,,,
Titan TTC-NK54TZ,,3500,,,
Masscool 8W5020F1M,,"8,002,800",,,
Evercool TTC-NK85TZ/V2(RB),,"8,002,150",,,
Evercool NI2011E-9525EP,,"10,003,000",,,
Evercool TTC-NK35TZ/RPW/V3,,"9,002,800",,,
Scythe SCKC-2000,,"5,001,300",,,
Xigmatek ld964,,"10,002,800",,,
Scythe SCMG-3100,,"3,001,600",,,
Vantec VAF-1225,,"10,002,200",,,
Dynatron R22,,,,,
Scythe SCSMZ-2100,,"3,002,500",,,
Dynatron R19,,,,,
Phanteks PH-TC14CS_BL,,700,,,
Thermaltake CLP0596,,"8,002,000",,,
Enermax ELC120-TB,,"8,002,200",,120,
Enermax ELC120-TA,,"8,002,200",,120,
Phanteks PH-TC90LS,,"10,002,500",,,
NZXT Respire T40,,"13,001,800",,,
ARCTIC Alpine 7 Pro,,"5,002,000",,,
Zalman LQ-320,,"9,002,000",,120,
Zalman LQ-315,,"9,002,000",,120,
Zalman LQ-310,,"9,002,000",,120,
Zalman CNPS9900 D/F,,"9,001,400",,,
Titan TTC-NC55TZ/RB,,"18,002,200",,,
Titan TTC-NA43TZ/CU35,,"9,002,600",,,
Cooler Master Eisberg 120L Prestige,,1600,,120,
Silverstone AR01,,"10,002,200",,,
Silverstone AR02,,"12,002,800",,,
Silverstone AR03,,"10,002,200",,,
Rosewill ROCC-13001,,2000,,,
Silverstone TD02,,"15,002,500",,240,
Silverstone TD03,,"15,002,500",,120,
Thermaltake CLP0607,,"10,002,000",,,
Dynatron R12,,,,,
Thermalright TS-140,,"9,001,300",,,
Scythe SCKC-3000,,"5,001,300",,,
Xigmatek Praeton LD963,,"12,002,800",,,
Gelid Solutions Siberian Pro,,"9,002,200",,,
Masscool 8W2002B1M4,,"8,002,800",,,
ARCTIC Freezer A11,,"5,002,000",,,
Enermax ELC-LM120S-TAA,,2500,,120,
Enermax Liqtech 240,,2500,,240,
Enermax ETS-N30-TAA,,"8,002,800",,,
Thermaltake NiC L32,,"5,001,800",,,
Thermaltake CLP0604,,"12,002,100",,,
Thermalright MACHO 120 REV.A,,"6,001,300",,,
Thermalright Venomous X RT Rev.SB-E,,"7,001,500",,,
RAIJINTEK EreBoss,,"6,001,400",,,
RAIJINTEK ZELOS,,"8,001,400",,,
RAIJINTEK RHEA,,"8,002,200",,,
RAIJINTEK EREBOSS BLACK,,"6,501,400",,,
Zalman Reserator 3 MAX Dual,,"10,002,300",,240,
Deepcool CAPTAIN 120,,"6,002,200",,120,
RAIJINTEK TRITON GREEN,,"10,002,600",,240,
RAIJINTEK TRITON RED,,"10,002,600",,240,
RAIJINTEK TRITON BLUE,,"10,002,600",,240,
Thermaltake Gravity A1,,1800,,,
Swiftech H240-X,,"7,001,800",,280,
Rosewill AIOLOS,,1500,,,
Prolimatech Basic 65,,"6,001,600",,,
Prolimatech Basic 81,,"6,001,600",,,
Masscool 5T568S1H3,,4200,,,
Dynatron T459,,,,,
Phanteks PH-TC14S_BK,,"5,001,600",,,
Zalman CNPS9300 AT,,"15,002,400",,,
Xigmatek Loki II,,"12,002,800",,,
Cooler Master Blizzard T2 mini,,2200,,,
Evercool TRANSFORMER S,,2200,,,
Silverstone TD03-E,,"15,002,500",,120,
Thermaltake Frio Silent 12,,1400,,,
Akasa Venom Voodoo,,"6,001,900",,,
Cooler Master TPC 812XS,,"5,001,600",,,
Thermaltake BigTyp Revo.,,"8,001,800",,,
Thermalright Macho Rev.A(BW),,"3,001,300",,,
Xigmatek Dark Knight SD1483 Night Hawk,,"8,001,200",,,
Swiftech H140-X,,"7,001,800",,140,
Silverstone TD03-LITE,,"15,002,500",,120,
RAIJINTEK PALLAS Black,,"6,501,400",,,
Deepcool Maelstrom 120K,,"6,001,800",,120,
LEPA EXllusion 240,,"5,001,800",,240,
CRYORIG A40,,"6,002,200",,240,
Cooler Master X6,,"6,001,900",,,
Silverstone TD03-SLIM,,"8,002,200",,120,
ARCTIC Freezer i32 CO,,,,,
ID-COOLING IS-40,,"3,002,500",,,
ID-COOLING IS-40PRO,,"3,002,500",,,
ID-COOLING FI-REEX,,"8,001,800",,,
ID-COOLING FI-VC,,1600,,,
ID-COOLING FI-VC Twin,,"8,001,800",,,
ID-COOLING IS-25,,"8,002,700",,,
ID-COOLING IS-25i,,"8,002,700",,,
ID-COOLING SE-203,,"8,001,800",,,
ID-COOLING SE-203K,,1800,,,
ID-COOLING SE-204K,,"8,001,800",,,
ID-COOLING SE-213,,"8,001,600",,,
ID-COOLING SE-213i,,"8,001,600",,,
ID-COOLING SE-214i,,"8,001,800",,,
ID-COOLING SE-802,,2200,,,
Noctua NH-U9DO A3,,"10,001,600",,,
ID-COOLING FROSTFLOW 240L-R,,"8,002,000",,240,
Reeven Ouranos,,"3,001,700",,,
Reeven Chrono Guard,,"3,002,500",,,
Reeven Arcziel,,"3,002,500",,,
Reeven Brontes,,"6,502,200",,,
Reeven Hans,,"3,001,500",,,
Reeven Steropes,,"5,002,000",,,
Phononic HEX 2.0,,"10,002,650",,,
Alpenföhn ATLAS,,"4,001,800",,,
Alpenföhn Olymp,,"3,001,400",,,
Silverstone Tundra TD02-SLIM,,"8,002,200",,240,
RIOTORO BIFROST 120TI,,,,120,
Cooltek LP53,,"10,002,100",,,
Enermax LiqTech TR4 240,,"5,002,300",,240,
FSP Group Windale 6,,"6,001,600",,,
FSP Group Windale 6,,"6,001,600",,,
Thermalright AXP-100H MUSCLE,,"9,002,500",,,
Enermax ETS-N30R-TAA,,"8,002,800",,,
Scythe SCIOR-1000,,"3,001,800",Black / Silver,,
Deepcool MAELSTROM 240 RGB,,"5,001,800",Black,240,
Antec Mercury 360,,"9,001,800",Black / White,360,
LEPA NEOllusion-RGB M/B Sync,,"4,001,800",Black,,
Enermax Liqtech TR4 II 280,,"5,001,500",Black,280,
ID-COOLING Chromaflow240,,"9,002,000",Black,240,
Akasa Venom,,"6,001,900",Yellow / Black,,
SilentiumPC Navis RGB 280,,"8,001,800",Black,280,
RAIJINTEK PALLAS 120 RGB,,"2,001,400",Black,,
Silverstone Tundra SST-TD02-LITE-V2,,"15,002,500",Black / White,240,
Cooler Master GeminII M5 LED,,"5,001,600",Black / Silver,,
upHere C92,,"8,001,800",Black / Red,,
Dynatron K987,,"12,002,800",Black / Silver,,
Reeven Justice II,,"3,001,200",Black / Silver,,
RAIJINTEK Orcus 120,,"8,001,800",Black,120,
RAIJINTEK Orcus 240,,"8,001,800",Black,240,
Apacer ZADAK Spark Lite 240,,"8,002,200",Black,240,
Akasa K25,,"6,003,000",,,
GAMDIAS CHIONE E2,,"8,001,800",Black,120,
GAMDIAS CHIONE M2,,"12,002,400",Black,240,
Thermalright AXP-90i,,2700,Gray,,
Thermalright Macho Rev.C Plus,,"3,001,300",Silver / Black,,
ID-COOLING ICEFLOW ARGB,,"9,002,000",White,240,
ID-COOLING DK-09i,,2200,,,
ID-COOLING DK-03 RGB PWM,,"8,001,600",,,
ID-COOLING DK-01T,,2200,,,
ID-COOLING IS-20i,,"8,002,700",,,
ID-COOLING IS-50 MAX RGB,,"9,002,000",,,
ID-COOLING SE-914-XT ARGB V2,,"6,002,200",,,
ID-COOLING SE-904-XT SLIM,,"6,002,200",,,
ID-COOLING SE-207-TRX BLACK,,"7,001,800",,,
ID-COOLING SE-224-XT BLACK V2,,"7,001,800",,,
ID-COOLING SE-214V3,,"6,002,200",,,
ID-COOLING SE-213V3-R,,"5,001,600",,,
ID-COOLING SE-213V3-B,,"5,001,600",,,
ID-COOLING SE-213V2-B Lite,,1600,,,
