name,price,memory,core_clock,color
MSI GeForce RTX 2060 VENTUS GP 12G OC,297.5,12,1470,Gray / Black
NVIDIA TITAN RTX,1417.88,24,1350,Gold / Black
MSI GAMING Z TRIO,949.95,10,1440,Black
MSI VENTUS XS OC,229.99,4,1485,Black / White
Acer Predator BiFrost OC,229.99,8,2200,Black
Zotac GAMING Twin Fan,222.86,6,1530,Black
Sapphire PULSE,,6,1247,Black / Red
Gigabyte Vision OC,539,8,1665,Silver / White
Asus ROG STRIX GAMING OC V2,669.99,12,1320,Black / Silver
MSI VENTUS 2X OCV1,499,8,1410,Black / Gray
MSI VENTUS XS OC,379.99,6,1500,
MSI ARMOR OC,489.95,8,1257,Black / White
MSI MECH 2X OC,529,12,2150,Silver / Black
Asus ProArt OC,1556.98,16,2205,Black / Gold
Asus ROG STRIX GAMING,,16,2340,Black
Asus TUF GAMING,599,8,1575,Black / Silver
MSI SUPRIM,,24,2235,Black / Silver
Asus Phoenix,229.99,8,1550,Black
Inno3D X3,,16,2210,Black
Palit JetStream OC,,16,2340,Black
MSI GeForce RTX 3070 VENTUS 3X OC,692.78,8,1500,Black / Silver
Gigabyte WINDFORCE OC,,6,1582,Black / Red
Asus Phoenix,249,4,1290,Black / White
Asus DUAL OC,,8,1410,Black
Zotac GAMING AMP Extreme AIRO,749.99,12,2310,Black
Palit Dual,,8,1830,Black
Inno3D Twin X2,665.89,12,1920,Black / Silver
MSI SUPRIM LIQUID,1919,24,2235,Black / Silver
Zotac GAMING Twin Edge,,8,1550,Black / Silver
MSI Radeon RX 570 ARMOR 8G,,8,1168,Black / White
Gigabyte Vision OC,,12,1365,White / Silver
EVGA SC GAMING ACX 3.0 Black Edition,,8,1594,Black / Silver
MSI VENTUS 2X OC,389.35,8,1550,Black
EVGA FTW3 ULTRA GAMING,956.99,12,1260,Black
Asus TUF GAMING OC,1419.95,24,1395,Black
Asus TUF GAMING OC,1034.99,12,1365,Black
Zotac Twin Edge,708.52,12,1920,Black
Sparkle ORC OC,199.99,8,2050,Blue / Black
Gigabyte GAMING OC,587,8,1968,Black / Silver
Gigabyte GAMING OC,1414.99,24,1395,Black / Gray
Asus TUF GAMING,629.99,12,2475,Black
Asus DUAL OC,,8,1320,White
EVGA XC GAMING,718,8,1410,Black
Asus TUF GAMING,,16,2205,Black
Gigabyte WINDFORCE,199,4,1228,Black
EVGA FTW GAMING ACX 3.0,599.99,8,1721,Black / Silver
MSI GAMING X TRIO,,8,1650,Silver / Black
XFX RX-68LMATFD8,,16,1700,Black / Silver
AMD 50th Anniversary,,8,1680,Gold / Black
AMD 100-300000120,,8,1720,Black
Asus TUF GAMING,449.99,8,2310,Black
MSI VENTUS 2X OC,799,8,1500,Black / Silver
Palit StormX,480.22,8,2310,Black
Gigabyte GAMING OC,999.99,16,1825,Black / Silver
NVIDIA 9001G4012510000,469,4,1050,Black / Silver
Gigabyte GAMING OC,1448,16,2205,Black
Asus DUAL,609.99,12,1980,White
XFX FATBOY OC+,,8,1580,Black / Red
Gigabyte GAMING OC,469.5,6,1530,Black / Silver
Asus DUAL,349,3,1594,White
Gigabyte EAGLE OC,,8,1410,Black
Zotac GAMING Trinity OC,2599,24,2235,Black / Silver
Gainward Phantom,,24,2235,Black
Sapphire PULSE,,16,1700,Black / Red
MSI VENTUS XS OC,649,8,1650,Silver / Black
XFX Speedster SWFT 105,139.99,4,1923,Black
Asus ROG STRIX GAMING,,16,2210,White
Gigabyte VISION OC Rev 2.0,,12,1320,Silver / Black
Sapphire PULSE,,12,2150,Red / Black
PNY XLR8 Gaming VERTO EPIC-X RGB,739.2,12,1920,Black
MSI EXPERT,829.99,16,2340,Silver
Gigabyte EAGLE OC,590.11,8,1500,Black / Silver
Asus GTX750TI-OC-2GD5,,2,1072,Black / Red
Zotac GAMING AMP Holo,659.9,8,1575,Black / Silver
Asus DUAL EVO,,12,1980,Black
Sapphire 21322-01-20G,,24,2300,Black
MSI GAMING X,229.99,8,1550,Black
Gigabyte GV-N1030D5-2GL,106.48,2,1252,Black
MSI VENTUS 3X E OC,732.54,12,1920,Silver / Black
Gigabyte GV-N107TGAMING OC-8GD,,8,1645,Black / Orange
Asus ROG STRIX OC,479.99,8,2310,Black
MSI Radeon RX 6800 XT Gaming X Trio 16G,899.99,16,1850,Silver / Black
Gigabyte EAGLE,419,12,2321,Black
MSI GAMING SLIM,,12,2310,Black
Zotac GAMING,,6,1365,Black
Gigabyte WINDFORCE OC,,8,1650,Black
Asus STRIX GAMING,679.99,12,2475,Black
AMD 100-300000071,,20,2000,Black
MSI GAMING X TRIO,799.99,12,1920,Black / Gray
Sapphire PULSE Low Profile,184.91,4,1923,Black / Red
Palit StormX,364.89,8,1830,Black
MSI GT 710 1GD3H LP,69.72,1,954,Black
XFX THICC III Ultra,,8,1810,Black / White
EVGA XC3 BLACK GAMING,840,10,1440,Black
Asus TUF Gaming OG,2249.98,24,2235,Black
Sparkle ECO,99.99,4,1750,Blue
AMD ‎100-438373,999.99,16,1825,Black / Silver
PNY VCNRTX4000ADALP-PB,1308.39,20,1290,Black
MSI GAMING X,598,8,1607,Black / Red
Acer Predator BiFrost OC,559.99,16,1295,Black
PNY XLR8 Gaming VERTO EPIC-X RGB,329.99,8,1830,Black
Asus DUAL,614.48,12,2321,Black
Zotac GAMING,280.83,6,1500,Black
MSI GeForce RTX 3080 RTX 3080 SUPRIM X 10G,,10,1440,Black / Silver
MSI MECH OC,,8,1670,Black
Gigabyte GAMING,,8,1257,Black / Orange
MSI GAMING X TRIO,,11,1350,Black
MSI V511-247R,,16,2210,Black
Gigabyte EAGLE,243.18,4,2310,Black
Gainward 426018336-3798,5021,3,1506,Black
EVGA XC GAMING,259.98,8,1550,Black
Asus Noctua OC,1999.99,16,2205,Brown / Beige
MSI VENTUS XS OC,,6,1530,Black / White
Asus ROG STRIX-GTX1060-6G-GAMING,,6,1506,Black
Gigabyte Vision OC,,12,1320,Silver / White
AMD Midnight Black,,16,1825,Black
Sparkle GENIE,124.99,6,2000,Blue
Asus DUAL,399.99,8,2310,White
Asus TUF-RX6800XT-O16G-GAMING,1078,16,1825,Black
PNY XLR8 Gaming VERTO EPIC-X RGB,,12,2310,Black
AMD 100-505999,121.24,4,925,Blue
Asus ROG STRIX,599,8,1607,Black
Gigabyte GAMING,,8,1594,Black / Orange
PNY XLR8 Gaming VERTO EPIC-X RGB,1789.99,24,2230,Black
NVIDIA Founders Edition,746.96,8,1410,Silver / Black
Gigabyte WINDFORCE OC,,3,1556,Black / Orange
Gigabyte WINDFORCE,,16,2210,Black
EVGA FTW3 ULTRA GAMING,489.9,8,1410,Black
MSI GeForce RTX 3080 GAMING X TRIO 10G,899.95,10,1440,Black
Gigabyte Vision OC,,10,1440,Silver / White
Asus DUAL OC V2,499,8,1500,Black
Asus TUF GAMING OC,1557.98,16,2205,Black
PNY VERTO,749.99,12,2310,Black
MSI GAMING X,999.99,8,1605,Black
GALAX (1-click OC),,8,2310,Black
PNY XLR8 Gaming VERTO EPIC-X RGB OC,489.99,16,2310,Black
EVGA SC ULTRA GAMING,228,4,1530,Black
Asus ROG STRIX GAMING,729.99,12,1980,Black
Asus ROG STRIX WHITE OC,1629.99,10,1440,White
Gigabyte AORUS MASTER,968.03,8,1575,Black
Gigabyte GAMING OC,670,12,2321,Black / Silver
Gigabyte EAGLE OC,,12,1320,Black
MSI D6 VENTUS XS OC,159.99,4,1410,Black / Silver
Asus GT730-SL-2GD5-BRK,78.99,2,902,Blue / Black
XFX Speedster QICK 319 BLACK,549.99,12,2457,Black
Zotac AMP Core,,4,1410,Gray
MSI GAMING X SLIM,1758.5,12,2310,White
Gigabyte AORUS ELITE,,12,1320,Black
Inno3D Twin X2,,16,2340,Black / Silver
PowerColor Fighter OC,199.99,4,2310,Black
Gigabyte AERO OC,,12,2310,White / Silver
Zotac GAMING Trinity OC,699.99,8,1575,Black
Asus DUAL OC,282.14,4,1485,Silver / Black
ASRock Radeon RX 7900 XTX 24GB,,24,2300,Black
MSI VENTUS GP OC,,8,1470,Silver / Black
KFA2 1-Click OC 2X,,12,1980,Black
Asus ROG STRIX GAMING OC,999,12,1260,Black / Silver
EVGA FTW3 ULTRA GAMING,1279,11,1350,Clear / Black
ASRock Phantom Gaming D OC,699.95,16,1925,Black / Silver
Asus TUF GAMING OC,,16,1295,White
Gigabyte GAMING OC PRO,559.99,8,1410,Black / Silver
EVGA XC ULTRA GAMING,393.02,8,1515,Black / Clear
EVGA SC ULTRA GAMING,,8,1470,Black
GALAX 1-Click OC 2X,,12,1920,Black
MSI GAMING,,6,1178,Black / Red
Asus STRIX GAMING OC,,8,1635,Black
PNY VERTO,299.99,12,1320,Black
MSI RTX 4090 VENTUS 3X 24G OC,,24,2235,Silver / Black
Asus DUAL EVO OC,266.77,6,1530,Black
EVGA FTW3 ULTRA GAMING LHR,839.95,10,1440,Black
Gigabyte GAMING OC,,8,1320,Black / Silver
GALAX EX Gamer 1-Click OC V2,,12,2310,White
Asus DUAL EVO OC,399.99,8,2310,Black
PowerColor Fighter,399.99,8,1968,Black
EVGA XC3 BLACK GAMING,733.7,10,1440,Black
MSI D4 LP OC,106.99,4,1151,Black
EVGA XC ULTRA GAMING,562.08,6,1500,Black
Zotac GAMING,,8,1575,Black
Gigabyte AORUS ELITE,,24,2300,Black / Silver
Asus LP BRK OC,339.99,8,1830,Black
Zotac GAMING Twin Edge,,8,1410,Black
Inno3D Compact,349.14,8,1830,Black
EVGA FTW3 ULTRA GAMING iCX3,455.43,8,1410,Black
MSI Radeon RX 6700 XT 12G,,12,2321,Black / Silver
Gigabyte OC,,6,1530,Black / Gray
MSI ARMOR OC,249.99,4,1257,Black / White
EVGA XC3 BLACK GAMING,697.98,8,1500,Black
Sapphire PULSE,697.43,8,1968,Black / Red
Asus STRIX GAMING OC,,8,1770,Black
PNY VCQRTX4000-PB,599.36,8,1005,Silver / Black
Zotac GAMING SOLO,,6,1040,Black
Asus STRIX,,4,1114,Black / Red
MSI Radeon RX 5700 8G,,8,1465,Silver
MSI MECH 2X CLASSIC OC,269.99,8,1720,Black / Silver
MSI RTX 3090 SUPRIM X 24G,1549.99,24,1395,Silver
Sparkle TITAN OC,259.99,8,2050,Blue / Black
PowerColor Red Dragon,89.99,4,1100,Black
AMD 100-438412,,12,2150,Black / Silver
MSI SUPRIM X,1269,12,2310,Black / Silver
EVGA SC GAMING ACX 3.0 Black Edition,570,8,1607,Black
MSI GAMING Z,447.8,6,1365,Black / Gray
Asus DUAL OC,363.9,12,1320,Black
Zotac GAMING Low Profile,,6,1040,Black
Asus Phoenix OC V2,150,4,1410,Black
MSI GeForce RTX 3090 VENTUS 3X 24G OC,1484.99,24,1395,Black
Palit GameRock OC,2420.28,24,2235,Silver / Black
Sapphire PULSE,,16,1825,Black / Red
Palit StormX,218.31,6,1040,Black
MSI MSI RTX 2070 Ventus 8G Video Card,629,8,1410,Silver / Black
XFX RX-570P8DFD6,,8,1168,Black / Red
ASRock Challenger ITX,239.99,8,1968,Black
PowerColor Fighter OC,,16,1700,Black
MSI VENTUS 2X OC,499.99,8,1500,Black
Zotac MINI,,4,1303,Black
MSI VENTUS 3X OC,1707.55,12,1365,Black / Silver
Asus DUAL OC,449.99,8,1968,Black / White
EVGA XC3 ULTRA GAMING,1379.99,24,1395,Black / Red
EVGA XC3 ULTRA GAMING iCX3,989.99,12,1365,Black
Gigabyte WINDFORCE,,8,1620,Black / Silver
Gigabyte GAMING,,11,1518,White / Orange
ASRock OC Formula,1006.3,16,2125,Silver / Black
Zotac GAMING Twin Edge OC White Edition,,8,1500,White
ASRock Phantom Gaming D OC,339.99,12,2150,Silver / Black
Asus DUAL OC,185,4,2310,Black
PNY XLR8 Gaming REVEL EPIC-X RGB,329.99,12,1320,Black
Acer Nitro OC,419.99,12,1700,Black
Zotac GAMING AMP Holo,488.58,8,1500,Silver / Black
Asus ROG STRIX LC GAMING,3458.48,24,2235,Black / Silver
MSI SUPRIM X,1449.99,16,2205,Black
Gigabyte AORUS ELITE,629.9,8,1410,Black
Sapphire PULSE,1270.83,10,1941,Black / Red
EVGA XC ULTRA BLACK GAMING,274.98,6,1500,Black
Gigabyte WINDFORCE OC,279,4,1410,Black / Silver
EVGA ACX 2.0,359,4,1050,Black / Blue
PNY RTX A-Series,2120,24,1170,Black
MSI GeForce GTX 1650 SUPER,427,4,1530,Black / Silver
Zotac GAMING,134.99,4,1740,Black / Gray
Sparkle ROC Luna OC,319.99,16,2100,White
Asus STRIX GAMING OC,,8,1650,Black
PowerColor Red Devil OC,706.16,16,2015,Black
Palit GameRock,2379.02,24,2235,Silver / Black
XFX GTS,264.45,8,1405,Black / Red
MSI GAMING,729,8,1607,Black / Red
MSI GeForce RTX 3070 SUPRIM X 8G,,8,1500,Black / Silver
Gainward Ghost,,12,1320,Black
PNY XLR8 Gaming REVEL EPIC-X RGB,,10,1440,Silver / Black
EVGA FTW3 ELITE GAMING,,11,1569,White / Black
XFX Speedster QICK 210,,4,2310,Black / Silver
Inno3D Twin X2,233.29,6,1040,Gray / Black
EVGA SC GAMING ACX 3.0,529.99,8,1594,Black / Silver
Asus TUF GAMING OC,574,12,2321,Black
MSI GAMING X,495.78,8,1968,Black / Silver
PowerColor Hellhound,549.99,12,2321,Black
Gigabyte GAMING,,6,1594,Black / Orange
GALAX EX Gamer Pink,,12,1920,Pink
Inno3D Twin X2,469.51,8,2310,Black / Gray
Asus TUF GAMING OC,209.99,4,2310,Black
PowerColor Red Devil OC,,16,1890,Black
MSI GAMING X TRIO,,8,1605,Black
Asus GT1030-2G-BRK,97.7,2,1266,Black / Blue
PowerColor Red Devil,343.99,8,1257,Black / Red
EVGA SC GAMING ACX 2.0,399.99,4,1354,Black
Asus GT710-4H-SL-2GD5,,2,954,Black
Gigabyte WINDFORCE 3X,,4,1114,Black
MSI GAMING,,4,1241,Black / Red
EVGA FTW3 ULTRA GAMING,,12,1365,Black
Gigabyte OC Rev 2.0,271.35,6,1365,Black / Gray
KFA2 EX Gamer (1-Click OC),,16,2340,Black
AMD 100-506001,64.98,2,925,Blue
Gigabyte WINDFORCE OC,,8,1470,Black
ASRock Radeon RX 6800 XT 16G,,16,1825,Black / Silver
MSI MECH 2X,738,12,2321,Black / Silver
MSI GAMING X TRIO,612.2,8,2310,Black
Palit GamingPro OC,,16,2340,White / Silver
MSI VENTUS 2X,,16,2340,Silver / Black
MSI GAMING X,392.48,8,1410,Black / Gray
Asus ROG STRIX,354.44,8,1257,Black
AMD 100-438378,,16,1700,Black / Silver
MSI GAMING X,,8,2055,Silver / Black
Palit StormX,,4,1290,Black
EVGA SSC GAMING,,6,1607,Black
PNY VCG16606SSFPPB,,6,1530,Black
Asus DUAL EVO OC,2325.5,8,1635,Black
Asus ROG STRIX GAMING OC V2,949.9,10,1440,Black
MSI Radeon RX 5700 XT 8G,,8,1605,Silver
PowerColor ITX,212.8,4,2310,Black
MSI GAMING X,,3,1594,Black / Red
PNY VCQRTX5000-PB,824.64,16,1620,Silver / Black
MSI GeForce RTX 2080 TI VENTUS 11G OC,,11,1350,Silver / Black
Zotac GAMING Trinity,1349.9,16,2205,Black
PowerColor Red Devil OC,,12,2593,Black
Asus STRIX GAMING OC,,8,1500,Black
EVGA XC GAMING,421.88,8,1410,Black
MSI GAMING X TRIO,1489.99,16,2205,White
MSI GAMING X,,8,1120,Black / Red
Gainward Phoenix,,16,2340,Black
Asus TUF GAMING,,10,1440,Black
GALAX EX Gamer White,,12,1920,White
Asus TUF GAMING OC V2,,4,1410,Black
Sapphire 21323-01-20G,,20,2000,Black
Asus STRIX GAMING OC,549,6,1365,Black
MSI GAMING X,,8,1257,Black / Red
Yeston Sakura,,10,1440,Purple / Blue
MSI GAMING X TRIO,669,12,1320,Black
EVGA SC Black Edition,549,11,1556,Black
PNY VCGGTX10502PB,239,2,1354,Black
KFA2 HOF,,24,2235,White
KFA2 EX Gamer,,12,1920,Black
MSI GeForce RTX 3090 TI SUPRIM X 24G,,24,1560,Silver / Black
Gigabyte GAMING OC 3X,845,8,1605,Black
PNY XLR8 Gaming VERTO EPIC-X RGB OC,,16,2205,Black
Asus Phoenix,154.71,4,1923,Black
Zotac AMP,,6,1556,Black / Silver
EVGA XC BLACK GAMING,,12,1470,Black
Asus ROG STRIX GAMING OC V2,714.99,8,1410,Black / Silver
Asus DUAL OC,359.99,8,1320,Black
PNY XLR8 Gaming REVEL EPIC-X RGB,499,8,1500,Silver / Black
Gigabyte Vision OC,,24,1395,Silver / White
AMD RADEON PRO WX 7100,244.95,8,900,Blue
MSI GT 1030 2GHD4 LP OC,99.99,2,1189,Black
Asus DUAL OC V2,599.99,8,1410,Black / Silver
Gigabyte GAMING OC,,8,1515,Black
MSI GAMING X,,6,1530,Black
Asus DUAL,,8,1257,Black / Silver
Sapphire PULSE,,4,1168,Black
Zotac MINI,,8,1605,Black
Sparkle ROC Luna OC,239.99,8,2050,White
PowerColor Red Devil,849.99,20,2000,Black
MSI Radeon RX 6600 XT MECH 2X 8G OCV1,399,8,1968,Black / Silver
MSI GAMING X TRIO 8GD6X,571,8,1410,Black
Gigabyte EAGLE OC,,12,2310,Black
EVGA Gaming iCX,999.99,11,1569,Silver
Asus TUF GAMING OC,999,12,1260,Black / Silver
ASRock Phantom Gaming OC,,16,1958,Silver / Black
Sapphire NITRO+ SE,1298.47,16,1825,Black / White
Gigabyte WINDFORCE OC,299.99,4,1530,Black / Silver
MSI AERO ITX,154.99,4,1923,Black / Gray
Zotac GAMING Trinity OC,1289.9,16,2205,Black
Asus TUF GAMING OC,315.02,4,1410,Black
MSI AERO ITX OC,209.99,8,1550,Black / Silver
KFA2 1-Click OC 2X,,8,1830,Black
EVGA FTW GAMING ACX 3.0,,8,1607,Black / Gray
Sapphire NITRO+ SE,,8,1469,Blue / White
Asus STRIX OC,,8,1500,White
Asus TUF GAMING OC V2,,8,1575,Black
Gigabyte VISION OC Rev 2.0,,8,1410,Silver / White
PowerColor RX7900XTX 24G,,24,2300,Black
Asus DUAL,579.68,12,2475,White
Gigabyte GAMING OC,261.25,4,2310,Black / Gray
XFX Speedster QICK 308 Black,649.99,8,2188,Black
EVGA SC GAMING ACX 3.0,,8,1708,Black / Silver
Gigabyte GAMING OC,,6,1247,Black / Silver
Asus Phoenix OC,,6,1530,Black / White
PNY VERTO,1127.99,16,2205,Black
Asus DUAL OC,279.99,8,1720,Black
Asus TUF GAMING,320.56,4,1530,Black
Asus TUF GAMING OC,,12,1320,Black
PowerColor Hellhound Sakura OC Limited,629.99,16,1295,White / Pink
Gigabyte AORUS ELITE,543.68,12,2150,Black / Gray
Inno3D Twin X2 OC,565.98,16,2310,White / Silver
Palit Dual OC,348.92,12,1320,Black
Gigabyte AORUS,,11,1594,Black / Orange
MSI RADEON RX VEGA 64 8G,,8,1247,Black / Red
Asus DUAL OC V2,,8,1830,Black
Gainward Ghost,,8,2310,Black
Gigabyte GAMING OC,,12,2150,Black / Gray
MSI GAMING Z TRIO,,16,1700,Silver / Black
ASRock Radeon RX6700XT PGD 12GO,,12,2457,Silver / Black
Zotac GAMING OC,286,4,1410,Black / Gray
Sapphire NITRO+,,16,1825,Black / Silver
PNY VCQP2000-PB,228.35,5,1370,Black
KFA2 EX Gamer White,,12,1920,White
Asus TUF GAMING OC,,16,1700,Black
Gigabyte EAGLE OC Rev 2.0,,12,2310,Black
ASRock Challenger OC,,16,1720,Black
Asus ROG STRIX GAMING,1559.99,16,2205,Black
Palit Dual OC,,12,1980,Black
PNY RTX A-Series,1469.96,20,1050,Black
Asus Phoenix Fan OC,124.29,2,1278,Black / Blue
MSI VENTUS 3X,,12,2310,Silver / Black
Asus rx7900xtx-24g,,24,2300,Black
Gigabyte AORUS MASTER,1283.33,10,1440,Black
Sapphire NITRO+,,8,1968,Black / Silver
EVGA SSC ACX 2.0+,399,4,1279,Black / Silver
Zotac MINI,,8,1518,Black / Silver
Sapphire NITRO+,,4,1257,Black / Silver
Zotac MINI,,8,1470,Silver / Black
Gainward Ghost OC,,12,1980,Black
Gigabyte AORUS MASTER,,12,1920,Black
Inno3D Twin X2,,16,2310,Black / Silver
EVGA Founders Edition,499,11,1480,Black / Silver
MSI GTX 1070 TI TITANIUM 8G,499,8,1607,Black / Silver
Asus ROG STRIX,327.55,4,1168,Black
EVGA Superclocked ACX 2.0,,4,1266,Black
Gigabyte AORUS ELITE,653.78,8,1830,Black / Silver
PNY VCQRTX6000-PB,1959,24,1440,Black / Silver
EVGA XC GAMING,599,8,1605,Transparent
MSI GTX 980Ti 6GD5,,6,1000,Black / Silver
Inno3D Twin X2 OC,,12,1980,White / Silver
Zotac GAMING Twin Fan,339.99,4,1530,Black
ASRock Challenger D OC,,8,2055,Black / Black
MSI GAMING,319.99,8,1830,Black
Zotac GAMING Trinity,800.08,12,2310,Black
Zotac GAMING Twin Edge OC,399.99,8,1550,Black / Silver
Gigabyte AORUS MASTER,1126.95,12,1365,Black
EVGA XC ULTRA GAMING,1079,11,1350,Black / Clear
KFA2 EX Gamer (1-Click OC),,12,1920,Pink
EVGA SC GAMING,,3,1607,Black
Asus ProArt,,16,2210,Black / Gold
EVGA FTW3 GAMING,1539.95,24,1560,Black
PNY VCGGTX10606PB,,6,1506,Black
Asus STRIX GAMING OC,,10,1440,Black
MSI RX480-8G,,8,1120,Black / Red
Asus STRIX,,4,1379,Black
Sapphire PULSE OC,,8,2310,Black / Red
PowerColor Red Devil Limited Edition OC,,16,1295,Black
MSI GAMING X TRIO,,16,1890,Silver / Black
AMD 100-506157,2158.57,32,2075,Blue / Gray
Asus DUAL,424.99,8,2055,Black / Silver
Asus Phoenix,107.44,2,1100,Black
Asus Turbo,599,11,1480,Black / White
Gigabyte WINDFORCE OC,,8,1556,Black / Orange
Inno3D iChill X3,,16,2210,Black / Silver
Asus ROG STRIX GAMING OC,699,12,2321,Black / Silver
Zotac ZT-71115-20L,79.99,4,902,Black / Gold
Zotac GAMING Trinity,,24,2235,Black / Silver
PowerColor Red Devil,475.48,8,1968,Black
MSI VENTUS 2X,,8,1550,Black
Sapphire PULSE,,8,2055,Red / Black
GALAX 1-Click OC 2X,,12,1980,Black
Gigabyte WINDFORCE OC,,8,1657,Black / Orange
Inno3D X3,,12,2310,Black / Silver
Asus STRIX GAMING,,11,1569,Black
Gigabyte OC Low Profile,,4,1328,Black
PowerColor Red Dragon,,8,1650,Black
ASRock Challenger D OC,,6,1235,Black / Silver
Inno3D X3 OC,,12,1980,Black / Silver
PNY VCQP4000-PB,387.09,8,1227,Black / Green
NVIDIA 9001G4012500000,,4,1126,Black / Silver
XFX RX-79TMBABF9,,20,2000,Black
Asus ASUS TUF Gaming GeForce RTX 2060 6GB Edition 4K VR Ready HDMI 2.0b DP 1.4 Auto Extreme Graphics Card (TUF-RTX2060-O6G-GAMING),,6,1365,Black / Gray
PowerColor Hellhound,259.99,8,1720,Black
MSI Radeon RX 5500 XT GAMING X 8G,,8,1685,Black / Red
MAXSUN iCraft Limited Edition OC,949.99,12,2310,White
Gigabyte GAMING OC,,8,2055,Black / Gray
MSI VENTUS 2X,,12,1920,Silver / Black
Zotac AMP Extreme,,11,1645,Black / Yellow
AMD 100-300000069,,24,2300,Black
MSI AERO,393.04,8,1350,Black / Green
Palit Dual,,8,1410,Black
Gigabyte AORUS XTREME,,11,1607,Black / Silver
Asus Turbo,379.99,6,1506,Black
Asus STRIX GAMING OC,449,6,1247,Black
Zotac GAMING AMP Spider-Man: Across the Spider-Verse,748,16,2310,Black
MSI GAMING X TRIO,,12,2310,White / Silver
Asus ROG STRIX GAMING OC,449.99,8,1968,Black / Gray
Zotac GAMING OC Spider-Man: Across The Spider-Verse,,8,1830,Black
MSI ARMOR OCV1,394,6,1544,Black / White
Palit GamingPro,,16,2210,Black / Silver
MSI N730-2GD3V3,97.1,2,700,White
GALAX EX Gamer 1-Click OC V2,,12,2310,Black
Palit GamingPro,,8,1575,Black / Silver
PowerColor Red Devil OC,599.99,16,1270,Black / Red
EVGA XC BLACK GAMING,442.78,12,1320,Black
MSI ARMOR OC,598,8,1657,Black / White
XFX RAW II,,8,1605,Black
MSI GAMING TRIO CLASSIC,,20,2000,Black / Silver
AMD RADEON PRO WX 4100,129.99,4,925,Blue
MSI GeForce GTX 1650 SUPER,,4,1530,Black / White
Palit GamingPro,,16,2340,Black
MSI GAMING Z TRIO,1998,12,1260,Black / Gray
MSI VENTUS 3X PLUS OC,1199,12,1260,Black / Gray
Gigabyte EAGLE OC,999.99,10,1440,Black
MSI GAMING X TRIO,,8,1515,Black
Asus STRIX-GTX960-DC2OC-4GD5,,4,1253,Black / Red
Asus RX560-4G,,4,1175,Black / Red
Asus Turbo EVO,,8,1635,Black
MSI SUPRIM X,,12,1365,Black / Silver
Gigabyte WINDFORCE OC,449.99,4,1485,Black / Silver
MSI RX 580 8G V1,,8,1257,Black / Red
MSI GTX 1050 Ti 4G OC,,4,1341,Black / White
PowerColor AXRX 5700XT 8GBD6-3DH,,8,1605,Black
Gigabyte EAGLE,,8,2055,Black / Silver
EVGA GAMING,,8,1605,Translucent Black
Gigabyte EAGLE,,4,1923,Black / Silver
Asus ROG STRIX GAMING OC,,8,1410,Black / Gray
Sparkle ROC OC,299.99,16,2100,Black
Palit JetStream OC,571.42,16,2310,Black
Gigabyte AORUS ELITE,1114.99,12,2310,Black
EVGA KO GAMING,297.5,6,1365,Gray / Black
Gigabyte GV-N105TD5-4GD,269.99,4,1290,Black / Orange
MSI ARMOR OC,,8,1556,Black / White
PNY Blower,699,11,1350,Black
Gainward Pegasus,,6,1040,Black
PNY VCG16504D6DFPPB,189.99,4,1485,Black
Asus TURBO-GTX1070-8G,379,8,1506,Black / Silver
Gigabyte WINDFORCE OC,,8,1665,Black / Silver
Sparkle ELF,109.99,4,1750,Blue / Black
Gigabyte EAGLE,1149,16,2205,Black
EVGA Black,1499.99,11,1350,Black / Clear
Sapphire PULSE,,8,1469,Black / Silver
MSI GAMING Z,,8,1410,Black
Gigabyte GAMING OC,,8,1650,White
Palit KalmX,,6,1040,Silver / Black
XFX Speedster MERC 319 Black,1014,12,2321,Black
ASRock Phantom Gaming OC,259.99,8,1720,Black
MSI MECH OC,,8,1515,Black
Zotac MINI,,6,1506,Black / Gray
Gainward Panther OC,,16,2340,Black
PowerColor Fighter,,10,1941,Black
Zotac GAMING AMP Holo,1449.99,12,1365,Black / Silver
Asus DUAL MINI OC V2,,8,1410,Black
MSI ARMOR,,8,1410,Black / Silver
Gigabyte GAMING OC,,16,1815,Silver / Black
NVIDIA 900-1G611-2530-000,,12,1480,Black
MSI SUPRIM X,,8,1575,Black / Silver
GALAX EX (1-Click OC),,16,2310,Black
PowerColor Red Dragon OC,556.04,16,1700,Black
PNY VCQP620-PB,84.99,2,1266,Black
MSI GAMING Z TRIO,,8,1500,Black / Silver
Gainward Ghost,,12,1920,Black
Asus CERBERUS,,4,1328,Black / Red
NVIDIA 900120052500000,,2,1046,Black / Silver
MSI Geforce GTX 1080 GAMING 8G,,8,1607,Black / Red
MSI RTX 4090 GAMING X TRIO CLASSIC 24G,,24,2235,Black
Inno3D Twin X2 OC,,16,2340,White / Silver
MSI AERO,499,8,1607,Black / White
Gigabyte WINDFORCE OC,,4,1354,Black / Orange
Sapphire NITRO+,,8,1257,Blue / White
Gigabyte AORUS XTREME WATERFORCE,1799,24,1560,Black
Palit JetStream,557.12,16,2310,Black
EVGA SC ULTRA GAMING,499.99,6,1500,Black / Silver
MSI GTX 1050 TI 4GT LP,,4,1290,Black / White
Gigabyte EAGLE,587.49,8,1968,Black / Silver
PowerColor Hellhound,249,8,1626,Black / White
ASRock Phantom Gaming OC,,16,1875,Black / Red
Gigabyte EAGLE,,12,1320,Black
Sapphire NITRO+,,8,1168,Black
