name,price,capacity,
VisionTek PRO,216.92,1000,
VisionTek PRO2,,1000,
Micron 2200,,1000,
Plextor M8VG,,256,
Seagate Nytro 5000,,400,
Intel 760p,,512,
Toshiba MG04ACA400E,,4000,
Hitachi Ultrastar,,4000,
Hitachi Ultrastar He10,325,8000,
Hitachi Ultrastar He10,,8000,
Seagate ST500VM000,41,500,
SanDisk CloudSpeed Ultra Gen. II,,800,
TEAMGROUP T-Force Delta Max RGB,,250,
VisionTek 900802,69.7,256,
VisionTek PRO2,,120,
VisionTek PRO,66.83,240,
Seagate Nytro XM1440,,800,
QNAP M2080,,256,
Intel D3-S4510,185,960,
Intel D3-S4610,,240,
Intel DC S4600,335.4,1900,
Intel DC S4500,239,960,
Intel DC S3610,,800,
Hitachi Ultrastar He10,968,10000,
Seagate EXOS Enterprise,,16000,
SanDisk X600,,128,
Kingston SSDNOW DC500M,129.99,480,
Mushkin RAW,99.99,500,
Intel DC S3500,133,240,
Intel Pro 7600p,,128,
Intel DC P3100,,256,
Intel DC P4101,,128,
Hitachi 0TS1303,,3200,
HP Y6P08AA,,2000,
LaCie ST1000LM038,,1000,
Intel DC S3520,220,480,
V7 S6000,,500,
Intel DC S3110,,256,
SanDisk CloudSpeed Eco Gen. II,,480,
Inland Performance,,500,
Inland Performance,,2000,
Kingston DC450R,,960,
Patriot VPR100 RGB,,1000,
Patriot VPR100 RGB,,512,
Integral UltimaPro X2,,960,
Super Talent FE8256MD2D,,256,
Lenovo 5300,,240,
Lenovo 5300,,480,
VisionTek PRO HXS,50.17,256,
VisionTek PRO XMN,39.99,256,
VisionTek PRO HXS,174.63,1000,
Mushkin Source,,1000,
Centon MP Essential,,2000,
Addlink X70,,1000,
Transcend 220S,219.9,2000,
TEAMGROUP T-Force Cardea Zero Z340,,512,
Angelbird AV PRO XT,,4000,
Biostar M500,,256,
ADATA XPG GAMMIX S7,,512,
ADATA XPG GAMMIX S7,,2000,
Mushkin Pilot-E,,250,
Apacer AS2280P4,,480,
Apacer AST280,,240,
Apacer AS510S ProII,,128,
Apacer PPSS25,,1000,
Neo Forza NFS01,,960,
Neo Forza NFS10,,240,
Neo Forza NFS10,,480,
TEAMGROUP T-Create Classic,,1000,
TEAMGROUP T-Create Expert,,1000,
Sabrent Rocket 4.0,,500,
Sabrent Rocket Q4,,4000,
Western Digital Black AN1500,,2000,
Mushkin ALPHA,,8000,
Silicon Power A58,,256,
Silicon Power XD80,,2000,
Western Digital Black SN750 Rev2,,250,
Mushkin SOURCE 2,,250,
Mushkin SOURCE 2,,500,
Mushkin SOURCE 2,,2000,
Toshiba N300,299,8000,
TEAMGROUP T-Force Cardea II TUF Gaming Alliance,,500,
HP EX900 Pro,,256,
Addlink A90,,1000,
Addlink S95,,1000,
Addlink S92,,2000,
Addlink S20,,120,
Western Digital PC SN730,,512,
VisionTek PRO,249.99,2000,
Seagate Exos 7E10 512e/4Kn,135.99,2000,
Seagate Exos 7E10 4Kn,,8000,
ADATA ATOM 40,,512,
ADATA ATOM 40,,1000,
ADATA ATOM 30,,2000,
ADATA ATOM 50,,2000,
Kingston DC1000M,,960,
Seagate Exos 7E8 4Kn,,6000,
Seagate Exos 7E8 512e,,4000,
KIOXIA EXCERIA PLUS,,1000,
ADATA LEGEND 840,,2000,
PNY CS2130,,8000,
PNY CS900,,8000,
MSI SPATIUM M370,,2000,
Leven JP600,,1000,
Leven JP600,,512,
Leven JP600,,256,
TEAMGROUP T-Force Vulcan G,,2000,
TEAMGROUP T-Force Delta Max White RGB,,1000,
TEAMGROUP T-Force Delta R RGB,,1000,
TEAMGROUP T-Force Delta R RGB,,1000,
TEAMGROUP T-Force Delta S RGB,,500,
TEAMGROUP T-Force Cardea Ceramic C440,,1000,
TEAMGROUP T-Force Cardea Liquid,,256,
TEAMGROUP T-Force Cardea Zero,,240,
Klevv NEO N610,,1000,
Klevv NEO N610,39.02,256,
Klevv NEO N510+,,480,
Klevv CRAS C700 RGB,,240,
Klevv URBANE U610,,480,
Silicon Power UD80,,2000,
Toshiba V300,,2000,
Toshiba V300,,3000,
Toshiba N300,,8000,
Toshiba N300,,4000,
Western Digital SN520,,128,
Timetec 35TTFP6PCIE,,2000,
Timetec 35TTM8SSATA,,256,
Timetec 30TT253X2,65.55,1000,
Toshiba N300,406.47,14000,
ADATA ISSS333-128GD,,128,
ADATA ISSS333-512GP,,512,
ADATA ISSS333-001TP,,1000,
Toshiba X300,245.97,6000,
Toshiba X300,,16000,
Toshiba MG04ACA200A,,2000,
Toshiba MG08ADA400N,,4000,
Toshiba XG6,,256,
Toshiba XG6,,512,
Hitachi Ultrastar He8,,6000,
Hitachi Ultrastar He8,325,8000,
Seagate BarraCuda 120,,500,
Seagate BarraCuda 120,,1000,
Seagate Exos X16,,12000,
Seagate Exos X16,,10000,
Leven JS300,,240,
Leven JS300,,480,
V7 V7SSD1TBM2SU,87.99,1000,
V7 V7SSD1TBNV3U,90.99,1000,
ADATA LEGEND 700,,500,
Fastro MS150,,256,
Fastro MS200,,2000,
Leven JM600,,128,
Western Digital SN530 SED,,256,
Western Digital SN530 SED,,512,
Western Digital SN530 SED,,1024,
Intel D3-S4520,141,240,
MSI SPATIUM M460 HS,,1000,
Mushkin Enhanced ECO,,1000,
Mushkin Enhanced ECO,,256,
Mushkin Enhanced ECO,,2000,
Lexar NM700,,512,
PNY CS2240,,1000,
ADATA LEGEND 700 GOLD,,512,
Leven JPS600,,512,
Inland TN436,87.99,1000,
Netac NV5000-t,,500,
Netac NV7000,,4000,
Netac NV5000,,500,
Netac NV3000 RGB,,500,
Timetec 35TTTDGE4NVME-2TBH,,2000,
Timetec PINNACLE SD1-INDEX,,1000,
Addlink S90 Lite,,512,
Addlink N50,,256,
TEAMGROUP MP34S,,512,
AITC Kingsman KP800,,4000,
Leven JPS850,,8000,
Leven JPN600,,2000,
Micron 5210 ION,,3840,
Mushkin ELEMENT,,1000,
Leven JP600,,2000,
Toshiba MG09 4Kn,,18000,
Toshiba MG09 512e SIE,,16000,
Toshiba MG09 512e,,14000,
Toshiba MG09 4Kn,,12000,
Toshiba MG09 512e SED,,10000,
Toshiba MN,,4000,
Toshiba DT02-VH,,4000,
Toshiba DT02-V,,4000,
Toshiba DT01-V,,3000,
Toshiba DT02,,4000,
Inland Enterprise,,3840,
Titanium Micro TH3500,,1000,
Titanium Micro TH3500,,2000,
NEMIX RAM NEMESIS,318.99,4000,
Lexar NQ790,,500,
Transcend MTE245S,,250,
Transcend MTE245S,369.99,4000,
TEAMGROUP T-FORCE G50 PRO,,1000,
TEAMGROUP T-FORCE G70,,4000,
Transcend 830S,61.99,512,
FanXiang S660,,4000,
HP FX700,,4000,
OWC Mercury Electra 6G,118.99,1000,
OWC Mercury Electra 6G,199.99,2000,
Micron 5400 Boot,,240,
Micron 5400 Pro,,7680,
Micron 5400 Pro eSSC,,1920,
Lenovo S4520,632.71,1920,
Klevv CRAS 910 Lite,,2000,
Klevv CRAS 910 Lite,,4000,
TEAMGROUP T-FORCE Z44A3,,1000,
TEAMGROUP T-FORCE Z44A3,,512,
Orico Troodon V500,,256,
AGI AI818,266.07,2000,
AGI AI818,,1000,
AGI AI218,,1000,
AGI AI218,,2000,
AGI AI198,,256,
AGI AI198,218.49,1000,
TEAMGROUP T-Create Classic C43,,512,
Lexar NM1090 w/ Heatsink,,4000,
Seagate BarraCuda 520,,1024,
Seagate BarraCuda 530,,2048,
TEAMGROUP MP44Q,,1000,
Inland TN446,54.99,512,
Seagate SkyHawk AI,,18000,
Patriot VP4000 Mini,79.98,1000,
Intel DC P3700,118.74,400,
Kingston DC1500M,,960,
Seagate FireCuda 520N,118,1000,
Patriot VP4000 Mini,174.99,2000,
Samsung Spinpoint M5,33.95,160,
Seagate Nytro Enterprise,699,1920,
Intel DC S3710,192.88,800,
Toshiba N300,,8000,
KingSpec NX-2230,44.99,512,
Silicon Power UD90,,500,
Lexar PLAY,89.99,1000,
Toshiba MKx001GRZB,385,100,
Seagate ST500LT032,61.69,500,
HP 691862-B21,,100,
Transcend TS256GMSA370,477.25,256,
Hitachi Ultrastar SSD1600MM,,200,
Intel 535,159,120,
Seagate Enterprise,375.62,8000,
Seagate Enterprise Performance,131.32,300,
Toshiba S300,107.99,4000,
QNAP M2080,,64,
Intel 320,,40,
Lenovo 5300,587.6,960,
VisionTek PRO,49.99,250,
VisionTek PRO HXS,255.08,2000,
Silicon Power XD80,284.41,1000,
VisionTek PRO,136.99,1000,
Western Digital Ultrastar DC HC550,636.99,16000,
Toshiba N300,,4000,
Toshiba N300,,10000,
Toshiba S300,,4000,
Western Digital SN530,323.03,1024,
Intel D3-S4520,136.4,480,
Fantom Drives VENOM8 PS5,109.45,1000,
VisionTek DLX4 Pro,201.45,2000,
Toshiba MG09 512e,264.99,12000,
Titanium Micro PD560,129.99,2000,
Western Digital VelociRaptor,,450,
Western Digital RE4-GP,226.43,2000,
Western Digital RE3,60.73,750,
Western Digital RE3,,320,
Western Digital RE2,,500,
Western Digital RE2,,400,
Western Digital RE2,,320,
Western Digital RE2,,160,
Western Digital RE2-GP,149.94,750,
Western Digital RE2-GP,,500,
Western Digital Caviar Green,,800,
Western Digital Caviar Green,60,750,
Western Digital Caviar Green,,640,
Western Digital Scorpio Black,,120,
Western Digital Scorpio Black,,120,
Western Digital Scorpio Blue,,160,
Western Digital Scorpio Blue,152.03,640,
Western Digital Scorpio Blue,70.59,320,
Western Digital AV,,500,
Western Digital AV-GP,,750,
Western Digital AV-GP,,750,
Western Digital AV-GP,,640,
Western Digital AV-GP,25.99,320,
Western Digital AV-25,,320,
Western Digital AV-25,,250,
Western Digital AV-25,,160,
Hitachi A7K1000-500,,500,
Hitachi 7K1000.C,279.95,750,
Hitachi 7K1000.C,,640,
Hitachi 7K1000.C,,160,
Hitachi 7K1000.B,,750,
Hitachi E7K1000,,750,
Seagate BarraCuda,,1500,
Intel X25-E,,32,
Intel X25-E,,32,
Intel X25-E,,64,
Intel X25-M,,80,
Intel X25-M,,80,
Intel X25-M,,80,
Intel X25-M,,160,
Intel X25-M,300,160,
Intel X25-M,,80,
Intel X25-M,,80,
Intel X25-M,,80,
Intel X25-M,,80,
Intel X25-M,,80,
Intel X25-M,,80,
Intel X25-M,,160,
Intel X25-M,,160,
Intel X25-V,,40,
Samsung Spinpoint F3 EG,,750,
Samsung Spinpoint F3 EG,,320,
Samsung Spinpoint F3 EG,,250,
Samsung Spinpoint F3,,750,
Samsung Spinpoint F3,,320,
Samsung Spinpoint F3,,320,
Samsung Spinpoint F3,,250,
Samsung Spinpoint F3,,250,
Samsung Spinpoint F3,,160,
Samsung Spinpoint F3 RE,,640,
Samsung Spinpoint F2 EG,,1500,
Samsung Spinpoint F1 EG,,1000,
Samsung Spinpoint F1 EG,,750,
Samsung Spinpoint F1 EG,,640,
Samsung Spinpoint F1 EG,,500,
Samsung Spinpoint F1 EG,,320,
Samsung Spinpoint F1 EG,,250,
Samsung Spinpoint F1 EG,,750,
Samsung Spinpoint F1 EG,,640,
Samsung Spinpoint F1 EG,,500,
Samsung Spinpoint F1 EG,,250,
Samsung Spinpoint F1 DT,,80,
Samsung Spinpoint F1 RAID,,750,
Samsung Spinpoint F1 RAID,,500,
Samsung Spinpoint F1 RAID,,320,
Samsung Spinpoint F1 RAID,,250,
Samsung Spinpoint F1 CE,,1000,
Samsung Spinpoint F1 CE,,750,
Samsung Spinpoint F1 CE,,640,
Samsung Spinpoint F1 CE,,500,
Samsung Spinpoint F1 CE,,320,
Samsung Spinpoint F1 CE,,250,
Samsung Spinpoint MP4,,640,
Samsung Spinpoint MP4,,500,
Samsung Spinpoint MP4,,320,
Samsung Spinpoint M7,,120,
Samsung Spinpoint M7,,250,
Samsung Spinpoint M7E,,640,
Samsung Spinpoint M7E,,250,
Samsung Spinpoint M7E,,160,
OCZ Colossus,,250,
OCZ Colossus,,500,
OCZ Colossus LT,,500,
OCZ Vertex 2 EX,,50,
OCZ Vertex 2 EX,,200,
OCZ Vertex 2 Pro,,50,
OCZ Vertex 2 Pro,,200,
OCZ Vertex 2 Pro,,400,
OCZ Vertex EX,,60,
OCZ Vertex EX,,120,
OCZ Vertex Limited,,50,
OCZ Vertex Limited,,100,
OCZ Vertex Limited,,200,
OCZ Vertex 2,,50,
OCZ Vertex 2,,200,
OCZ Vertex 2,,60,
OCZ Vertex 2,,120,
OCZ Vertex 2,,240,
OCZ Agility 2,,100,
OCZ Agility 2,,400,
OCZ Agility 2,,240,
OCZ Agility 2,,480,
OCZ Vertex Turbo,,30,
OCZ Vertex Turbo,,60,
OCZ Vertex Turbo,,120,
OCZ Vertex,,30,
OCZ Vertex,,60,
OCZ Vertex,,90,
OCZ Vertex,,250,
OCZ Agility,,30,
OCZ Agility,,60,
OCZ Solid 2,,30,
OCZ Solid 2,,60,
OCZ Solid 2,,120,
OCZ Onyx,,64,
Western Digital Caviar Green,,2000,
Western Digital Caviar Black,,1000,
Western Digital Caviar Blue,,250,
Western Digital Caviar Blue,,160,
Western Digital Caviar SE,,320,
Western Digital AV,,500,
Western Digital Caviar SE,,500,
Seagate Momentus,,640,
Corsair Performance,,256,
OCZ Vertex 2,,180,
Seagate Pipeline HD,,160,
Western Digital AV-GP,,1500,
Western Digital RE4-GP,,1500,
Western Digital Caviar Blue,,320,
Western Digital Caviar Blue,,500,
Western Digital VelociRaptor,,600,
Kingston SSDNow V,,30,
Kingston SSDNow V,,128,
Kingston SSDNow V,,128,
Kingston SSDNow V+,,128,
Kingston SSDNow V+,,64,
Kingston SSDNow V+,,256,
Kingston SSDNow V100,,128,
Kingston SSDNow V100,,64,
Kingston SSDNow V100,,128,
Kingston SSDNow V100,,64,
Kingston SSDNow V100,,128,
Kingston SSDNow V100,,256,
Kingston SSDNow V100,,64,
Kingston SSDNow V+ 100E,,64,
Kingston SSDNow V+100,,128,
Kingston SSDNow V+100,,64,
Intel X25-M,,160,
Crucial RealSSD C300,,64,
Crucial RealSSD C300,,128,
Crucial RealSSD C300,,256,
OCZ Vertex 2,,160,
OCZ Vertex 2,,80,
OCZ Vertex 2,,120,
OCZ Vertex 2,,180,
OCZ Vertex 2,,90,
OCZ Agility 2,,160,
OCZ Agility 2,,80,
OCZ Agility 2,,90,
OCZ Agility 2,,120,
ADATA S599,,64,
Corsair Force,,120,
Corsair Force,,180,
Corsair Force,,240,
Corsair Force,,60,
Corsair Force,,90,
Corsair Nova,,64,
ADATA S599,,128,
G.Skill Phoenix,,60,
G.Skill Sniper Gaming,,60,
G.Skill Phoenix Pro,,240,
G.Skill Phoenix Pro,,60,
G.Skill Phoenix Pro,,120,
G.Skill Phoenix,,120,
OCZ Onyx 2,,240,
Mushkin Callisto Deluxe,,240,
Patriot Inferno,,60,
Mushkin Callisto Deluxe,,60,
Mushkin Callisto Deluxe,,40,
Samsung 470,,64,
Hitachi A7K1000,,500,
Hitachi 7K1000.C,,250,
Hitachi 7K1000.C,,320,
Hitachi E5K500.B,,160,
Western Digital RE2,,500,
Hitachi 7K1000.C,,160,
Seagate BarraCuda,,160,
Zalman N,,64,
OCZ Agility 2,,320,
OCZ Vertex 2,,360,
OCZ Vertex 2,,240,
Patriot Torqx TRB,,32,
Patriot Torqx TRB,,64,
Kingston SSDNow V+100,,64,
Corsair Performance 3,,64,
Kingston SSDNow V+100,,96,
Kingston SSDNow V+100,,256,
Kingston SSDNow V+100,,96,
OCZ Agility 2,,180,
Seagate SV35,,500,
Western Digital Caviar GP,,320,
Hitachi Deskstar,,3000,
Intel 510,,120,
OCZ Vertex 2,,120,
Mushkin Callisto Deluxe,,120,
Corsair Force,,80,
OCZ Vertex 2,,60,
Kingston SSDNow V+100,,256,
Mushkin Callisto Deluxe,,180,
Hitachi Deskstar 5K1000,,500,
Corsair Force,,60,
ADATA S599,,128,
ADATA S599,,64,
Hitachi H3IK30003254SW,,3000,
Western Digital Caviar Green,,3000,
Intel 320,193.53,160,
Intel 320,,80,
G.Skill Phoenix Evo,,115,
Kingston SSDNow V+100,,512,
OCZ Vertex 3,,480,
Intel 320,,80,
Corsair Force,,180,
Corsair Force,,240,
Intel 320,,120,
Crucial M4,,64,
Mushkin Callisto DX2,,80,
Mushkin Callisto DX2,,240,
Crucial M4,,128,
OCZ Vertex 3 Series – MAX IOPS Edition,,120,
Patriot Torqx 2,,64,
Patriot Torqx 2,,32,
Wintec FileMate,,32,
Corsair Force,,40,
Samsung Spinpoint F4EG,,1500,
Western Digital Caviar Black,,1500,
Western Digital Caviar Blue,,750,
Hitachi Deskstar,,3000,
Hitachi Travelstar 5K500.B,,160,
Seagate Momentus 7200 FDE.2,,500,
Hitachi 0Y30055,135,500,
Seagate Constellation,119.45,160,
Seagate Momentus,,320,
Hitachi 0Y30051,,160,
Seagate Momentus 7200.4,,160,
Seagate Momentus,,500,
Seagate Momentus XT,,500,
Seagate Momentus 7200.4,,250,
Seagate ST90250N1A1AS-RK,,250,
Seagate Momentus,,320,
Seagate Momentus 7200.4,28.95,160,
Seagate Momentus 7200.4,,320,
Crucial M4,,512,
Wintec N1,,128,
OCZ V3LT-25SAT3-240G,,240,
Intel 320,,80,
OCZ Solid 3,,60,
ADATA S592,,64,
Western Digital AV-25,150,500,
Hitachi Travelstar 5K500.B,,320,
Samsung Spinpoint M8,,750,
OCZ Agility 3,,240,
Intel 320,204.88,160,
Intel 320,,300,
Intel 320,,600,
OCZ Vertex 2,,60,
Seagate Momentus 7200 FDE.2,,160,
Samsung Spinpoint M8,,500,
Western Digital Scorpio Blue,,320,
OCZ Vertex 3,,60,
Patriot Wildfire,,240,
Patriot Wildfire,,120,
Corsair Nova Series 2,,60,
Plextor PX-M2,,64,
Plextor PX-M2,,128,
Toshiba MK3265GSX,,320,
Toshiba MK5056GSY,,500,
Hitachi Travelstar,,500,
Kingston SSDNow V+100,,96,
Corsair Force 3,,60,
ADATA S511,,240,
ADATA S511,,120,
ADATA S511,,60,
Mushkin Chronos Deluxe,,120,
Mushkin Chronos Deluxe,,240,
Samsung 470,,64,
Samsung 470,,64,
Samsung Spinpoint M8,,160,
Samsung 470,,128,
Kingston HyperX,,240,
SanDisk Ultra,,240,
Kingston SSDNow V+100,,96,
Kingston SSDNow V+100,,96,
Mushkin Chronos,,240,
Western Digital AV-25,,250,
OCZ Vertex Plus,,120,
Patriot Pyro,,120,
Patriot Pyro,,60,
Western Digital VelociRaptor,,150,
Hitachi Travelstar 5K500.B,,320,
Hitachi Travelstar 7K750,,750,
OCZ Vertex Plus,,60,
Patriot Pyro,,240,
Mushkin Chronos,,60,
ADATA S501 V2,,256,
Intel 320,,300,
Corsair Force GT,,180,
OCZ Colossus Plus,,240,
Corsair Force GT,,90,
Corsair Force 3,,120,
Samsung 470,,256,
Hitachi Deskstar,,2000,
Seagate Momentus 5400.6,,320,
OCZ Colossus 2,,960,
Corsair Force 3,,90,
Western Digital Caviar Green,,2500,
Western Digital VelociRaptor,,150,
Hitachi 0J11562,,640,
Hitachi Travelstar Z5K500,,320,
Seagate Momentus 7200.4,,250,
Corsair Force 3,,180,
OCZ Synapse Cache,,128,
Corsair Force 3,,60,
ADATA S511,,480,
OCZ Vertex 3,,90,
Patriot Wildfire,,480,
Hitachi Travelstar Z5K320,,250,
Hitachi Travelstar 7K750,,500,
Verbatim Verbatim SATA II,,128,
OCZ Agility 3,,90,
Patriot Pyro SE,,120,
Patriot Pyro SE,,60,
Plextor PX-M2P,,256,
Plextor PX-M2P,,128,
Verbatim Verbatim SATA II,,64,
Intel 320,,80,
Intel 320,,300,
Corsair Performance Pro,,128,
Corsair Performance Pro,,256,
Hitachi Deskstar 7K1000.D,,750,
Kingston SSDNow V200,,64,
Kingston SSDNow V200,,256,
Kingston SSDNow V200,,64,
Kingston SSDNow V200,,128,
Samsung 830,,64,
Kingston SSDNow V200,,256,
Patriot Pyro SE,,240,
Kingston SSDNow V200,,128,
Seagate Momentus,,640,
Seagate Momentus 5400.6,75.05,500,
Plextor PX-M3S,,128,
ADATA S510,,60,
Mushkin Chronos,,90,
OCZ Octane,,128,
OCZ Octane,,256,
Mushkin Chronos,,180,
ADATA S510,,120,
OCZ Octane,,512,
Crucial M4,,512,
Crucial M4,,64,
Crucial M4,,128,
Crucial M4,,256,
Crucial M4,,64,
Crucial M4,,128,
OCZ Petrol,,128,
Seagate Constellation ES,,2000,
Hitachi H3IK40003254SW,,4000,
Crucial M4,,64,
Crucial M4,,512,
Axiom Signature III,,120,
Axiom Signature III,,240,
Axiom Signature III,,480,
Crucial M4,,256,
Plextor M3,,512,
Plextor M3,,64,
Mushkin Chronos Deluxe,,480,
Western Digital Caviar Green,,500,
Intel 520,,60,
Intel 520,,180,
Intel 520,,240,
Intel 520,,480,
OCZ Octane,,64,
OCZ Octane,,128,
Verbatim Verbatim SATA II,,64,
Verbatim Verbatim SATA II,,128,
Verbatim Verbatim SATA II,,256,
Verbatim Verbatim SATA II,,128,
Verbatim Verbatim SATA II,,64,
Verbatim Verbatim SATA II,,256,
Mushkin Chronos,,480,
Hitachi Travelstar 7K500,105.65,500,
Patriot Mac Series XT,,240,
Patriot Mac Series XT,,60,
Patriot Mac Series XT,,120,
Corsair Nova Series 2,,60,
Samsung 830,,64,
Plextor M3 Pro,,512,
Seagate Momentus 5400.6,,250,
Western Digital AV-GP,,500,
Seagate Momentus 5400.6,,160,
Verbatim Verbatim SATA III,,120,
OCZ Octane,,256,
Corsair Accelerator,,30,
Corsair Accelerator,,45,
Corsair Accelerator,,60,
Kingston SSDNow V+200,,90,
Kingston SSDNow V+200,,90,
Hitachi H3IK40003272SP,,4000,
Kingston SSDNow V+200,,120,
Kingston SSDNow V+200,,120,
OCZ Agility 3,,180,
Western Digital Caviar Green,,750,
Hitachi H3IK40003254SP,,4000,
Wintec FileMate,,60,
Mushkin Chronos Deluxe MX,,120,
Kingston HyperX 3K,,480,
Kingston HyperX 3K,,240,
OCZ Agility 3,,360,
PNY Prevail,,240,
PNY Prevail,,120,
Kingston SSDNow V+200,,480,
Kingston SSDNow V+200,,60,
Kingston SSDNow V+200,,90,
Kingston SSDNow V+200,,240,
Kingston SSDNow V+200,,60,
Kingston SSDNow V+200,,90,
Seagate Momentus,,750,
Western Digital AV-GP,,320,
Hitachi Travelstar Z5K320,,320,
Seagate Momentus Thin,,250,
OCZ Vertex 4,,512,
Intel 330,,60,
Intel 330,157.88,180,
Intel 320,,120,
OCZ Vertex Plus,,240,
SanDisk Extreme,299.99,480,
OCZ Vertex Plus,,60,
OCZ Vertex Plus,,120,
Western Digital AV-25,110,250,
Western Digital VelociRaptor,,250,
Western Digital AV,,500,
Western Digital AV,,320,
Seagate Constellation ES,,1000,
Seagate Constellation ES,,2000,
Western Digital AV-25,,160,
OCZ Agility 2,,360,
OCZ Vertex 3 Low Profile 7mm,,120,
OCZ Vertex 3 Low Profile 7mm,,240,
OCZ Vertex Plus R2,,60,
OCZ Vertex Plus R2,,120,
Kingston SSDNow V+200,,480,
Corsair Force 3,,120,
OCZ Vertex 4,,64,
OCZ Agility 4,,128,
OCZ Vertex 3 Low Profile 7mm,,480,
OCZ Vertex 3 Low Profile 7mm,,60,
OCZ Vertex Plus R2,,240,
OCZ Agility 4,,64,
OCZ Octane,,1000,
OCZ Petrol,,512,
Corsair Force GS,,180,
Corsair Force GS,,360,
OCZ Agility 4,,512,
Transcend SSD720,,64,
Transcend SSD720,,128,
Transcend SSD720,,256,
Transcend SSD720,,512,
Corsair Force GS,,480,
Seagate Momentus Thin,,250,
Seagate Momentus Thin,,160,
Seagate Constellation.2,,500,
Western Digital AV,,250,
Western Digital AV-GP,,2500,
Intel 320,,40,
OCZ Vertex 3,,240,
Mushkin Catalyst,,100,
Kingston SSDNow V+200,,240,
Kingston SSDNow V+200,,480,
Kingston SSDNow V+200,,480,
Kingston SSDNow V+200,,60,
Hitachi 0A78743,,320,
Transcend SSD320,,128,
PNY Prevail Elite,,120,
PNY Prevail Elite,,240,
Plextor M5S,,64,
Crucial V4,,64,
Crucial V4,,64,
Crucial V4,,128,
Intel 330,,240,
Kingston SSDNow V+200,,60,
Kingston SSDNow V+200,,120,
Kingston SSDNow V+200,,90,
Kingston SSDNow V+200,,480,
Kingston SSDNow V+200,159.99,120,
Crucial V4,,256,
Crucial V4,,256,
Crucial V4,,64,
Transcend SSD320,,64,
Kingston SSDNow V+200,,90,
Kingston SSDNow V+200,,60,
Kingston SSDNow V+200,,480,
OCZ R4,,1200,
OCZ RevoDrive,,80,
OCZ RevoDrive,,120,
OCZ Z-Drive R2 M84,,512,
OCZ RevoDrive,,180,
OCZ RevoDrive X2,,240,
OCZ RevoDrive,,240,
OCZ RevoDrive X2,,160,
OCZ Z-Drive R2 P88,,512,
OCZ RevoDrive X2,,360,
OCZ RevoDrive X2,,480,
OCZ Z-Drive R2 P84,,256,
OCZ RevoDrive 3 X2,,480,
OCZ RevoDrive 3,,480,
OCZ RevoDrive 3 X2,,240,
OCZ RevoDrive 3 Max IOPS,,480,
OCZ RevoDrive 3 Max IOPS,,120,
OCZ RevoDrive 3 X2 Max IOPS,,480,
OCZ RevoDrive 3 X2 Max IOPS,,240,
OCZ RevoDrive 3 X2 Max IOPS,,960,
OCZ RevoDrive X2,,960,
Intel 910,,800,
Crucial V4,,32,
Mushkin Catalyst,,50,
OCZ Vertex 4,,512,
Transcend SSD320,,256,
Kingston SSDNow V+200,,240,
Corsair Neutron,,120,
Corsair Neutron GTX,,240,
Hitachi H3IK40003272SW,,4000,
Seagate Momentus XT,187.5,500,
OCZ Vertex 3,,128,
OCZ Vertex 3,,256,
Samsung 840,,250,
OCZ Deneva 2 C,,120,
PNY XLR8,,480,
PNY XLR8 PRO,,120,
Mushkin Chronos Deluxe,,240,
Mushkin Chronos Deluxe,,120,
Corsair Neutron GTX,,480,
Mushkin Chronos Deluxe,,90,
Toshiba Solid State Drive,,120,
Toshiba Solid State Drive,,60,
Kingston SSDNow KC100,,120,
Kingston SSDNow KC100,,120,
Plextor M5P,,512,
OCZ Agility 3,,120,
PNY Prevail,,480,
Mushkin Chronos Deluxe,,180,
Toshiba MK2561GSYN,,250,
Western Digital VelociRaptor,,500,
Seagate Constellation ES.2,,2000,
Samsung Spinpoint M8,,250,
Kingston SSDNow V300,,60,
Mushkin Chronos Deluxe,,60,
Mushkin Chronos,,480,
Kingston SSDNow V300,,60,
OCZ Vector,,512,
Samsung Spinpoint M8,,250,
Samsung Spinpoint M7E,,640,
Samsung Spinpoint M8,,640,
Toshiba HDKBB97,,750,
Toshiba PH3200U-1I72,,2000,
Kingston SSDNow KC100,,480,
Mushkin Chronos,,60,
Mushkin Callisto Deluxe,,480,
Kingston SSDNow KC100,,480,
ADATA Premier Pro SP600,,32,
ADATA XPG SX910,,512,
ADATA XPG SX910,,128,
Kingston SSDNow V300,,240,
PNY Performance,,60,
PNY XLR8 PRO,,240,
PNY Prevail Elite,,480,
Plextor M5P Xtreme,,256,
Corsair Neutron,,128,
Intel 525,,120,
Intel 525,,180,
Intel 525,,240,
ADATA XPG SX300,,128,
ADATA XPG SX300,,256,
ADATA XPG SX300,,64,
Intel 313,,24,
Intel 310,,80,
Crucial M4,377.77,256,
ADATA XM13,,30,
ADATA XM13,,60,
Mushkin Atlas,,30,
Mushkin Atlas,,240,
Mushkin Atlas,,240,
Mushkin Atlas,,120,
Mushkin Atlas,,120,
Kingston SSDNow,,64,
Kingston SSDNow,,32,
OCZ Strata,,30,
OCZ Nocti,,60,
OCZ Nocti,,30,
OCZ Nocti,,120,
Mushkin Atlas,,60,
Mushkin Atlas,,60,
OCZ Strata,,60,
Toshiba PH2050U-1I54,,500,
Seagate Constellation.2,,250,
Samsung ST750LM002/HN-M750MBB,,750,
Samsung ST250DM001/HD253GJ,,250,
Intel 525,,60,
Mushkin Atlas,,480,
